filename,xmin,ymin,xmax,ymax
6_crop_15.jpg,179,297,218,341
6_crop_16.jpg,357,206,396,250
6_crop_17.jpg,179,408,218,452
6_crop_18.jpg,198,58,237,102
6_crop_19.jpg,179,338,218,382
6_crop_20.jpg,363,408,402,452
6_crop_21.jpg,179,65,218,109
6_crop_22.jpg,179,11,218,55
6_crop_23.jpg,187,398,226,442
6_crop_24.jpg,213,230,252,274
6_crop_25.jpg,179,408,218,452
6_crop_26.jpg,194,408,233,452
6_crop_27.jpg,179,395,218,439
6_crop_28.jpg,287,241,326,285
6_crop_29.jpg,179,131,218,175
6_crop_30.jpg,276,408,315,452
6_crop_31.jpg,408,346,447,390
6_crop_32.jpg,380,213,419,257
6_crop_33.jpg,463,408,502,452
6_crop_34.jpg,289,408,328,452
6_crop_35.jpg,449,79,488,123
6_crop_37.jpg,456,408,495,452
6_crop_39.jpg,179,408,218,452
6_crop_41.jpg,179,308,218,352
6_crop_42.jpg,240,210,279,254
6_crop_43.jpg,255,273,294,317
6_crop_44.jpg,325,297,364,341
6_crop_45.jpg,179,408,218,452
6_crop_46.jpg,268,49,307,93
6_crop_48.jpg,179,96,218,140
6_crop_49.jpg,390,408,429,452
6_crop_50.jpg,323,408,362,452
6_crop_51.jpg,323,289,362,333
6_crop_52.jpg,282,332,321,376
6_crop_53.jpg,201,408,240,452
6_crop_54.jpg,452,191,491,235
6_crop_55.jpg,363,408,402,452
6_crop_56.jpg,179,359,218,403
6_crop_57.jpg,276,408,315,452
6_crop_58.jpg,219,160,258,204
6_crop_59.jpg,453,408,492,452
7_crop_0.jpg,59,307,94,355
7_crop_1.jpg,279,323,314,371
7_crop_2.jpg,390,454,425,502
7_crop_3.jpg,305,457,340,505
7_crop_4.jpg,394,423,429,471
7_crop_5.jpg,287,220,322,268
7_crop_6.jpg,254,80,289,128
7_crop_8.jpg,255,313,290,361
7_crop_9.jpg,179,154,214,202
7_crop_10.jpg,147,47,182,95
7_crop_11.jpg,121,117,156,165
7_crop_12.jpg,421,76,456,124
7_crop_13.jpg,262,44,297,92
7_crop_14.jpg,161,330,196,378
7_crop_15.jpg,396,267,431,315
7_crop_16.jpg,438,65,473,113
7_crop_17.jpg,229,201,264,249
7_crop_18.jpg,169,133,204,181
7_crop_19.jpg,93,45,128,93
7_crop_20.jpg,139,152,174,200
7_crop_21.jpg,189,107,224,155
7_crop_23.jpg,133,382,168,430
7_crop_24.jpg,203,340,238,388
7_crop_25.jpg,203,383,238,431
7_crop_26.jpg,359,342,394,390
7_crop_27.jpg,44,357,79,405
7_crop_28.jpg,374,348,409,396
7_crop_29.jpg,431,253,466,301
7_crop_30.jpg,271,148,306,196
7_crop_31.jpg,190,337,225,385
7_crop_32.jpg,229,44,264,92
7_crop_33.jpg,195,433,230,481
7_crop_34.jpg,74,355,109,403
7_crop_35.jpg,151,52,186,100
7_crop_36.jpg,402,353,437,401
7_crop_37.jpg,189,442,224,490
7_crop_38.jpg,321,44,356,92
7_crop_40.jpg,316,148,351,196
7_crop_41.jpg,138,149,173,197
7_crop_42.jpg,129,162,164,210
7_crop_43.jpg,389,323,424,371
7_crop_45.jpg,235,297,270,345
7_crop_46.jpg,449,260,484,308
7_crop_47.jpg,201,178,236,226
7_crop_48.jpg,100,262,135,310
7_crop_49.jpg,144,462,179,510
7_crop_50.jpg,275,215,310,263
7_crop_52.jpg,413,374,448,422
7_crop_53.jpg,284,135,319,183
7_crop_54.jpg,240,368,275,416
7_crop_55.jpg,346,279,381,327
7_crop_56.jpg,435,194,470,242
7_crop_57.jpg,70,63,105,111
7_crop_58.jpg,26,325,61,373
7_crop_59.jpg,148,312,183,360
9_crop_0.jpg,69,437,99,471
9_crop_1.jpg,229,302,259,336
9_crop_2.jpg,231,367,261,401
9_crop_3.jpg,231,299,261,333
9_crop_4.jpg,231,345,261,379
9_crop_5.jpg,15,296,45,330
9_crop_6.jpg,231,462,261,496
9_crop_7.jpg,144,428,174,462
9_crop_8.jpg,231,296,261,330
9_crop_9.jpg,231,296,261,330
9_crop_10.jpg,231,296,261,330
9_crop_12.jpg,231,296,261,330
9_crop_13.jpg,21,475,51,509
9_crop_14.jpg,231,296,261,330
9_crop_15.jpg,1,296,31,330
9_crop_16.jpg,231,296,261,330
9_crop_17.jpg,231,296,261,330
9_crop_18.jpg,193,296,223,330
9_crop_19.jpg,231,296,261,330
9_crop_20.jpg,166,296,196,330
9_crop_21.jpg,231,296,261,330
9_crop_22.jpg,231,296,261,330
9_crop_23.jpg,231,328,261,362
9_crop_24.jpg,177,296,207,330
9_crop_25.jpg,192,296,222,330
9_crop_26.jpg,231,296,261,330
9_crop_27.jpg,13,296,43,330
9_crop_28.jpg,231,296,261,330
9_crop_29.jpg,231,296,261,330
9_crop_30.jpg,231,394,261,428
9_crop_31.jpg,71,296,101,330
9_crop_32.jpg,231,296,261,330
9_crop_33.jpg,147,296,177,330
9_crop_34.jpg,224,296,254,330
9_crop_35.jpg,231,296,261,330
9_crop_36.jpg,231,296,261,330
9_crop_37.jpg,231,296,261,330
9_crop_38.jpg,147,316,177,350
9_crop_39.jpg,107,296,137,330
9_crop_40.jpg,231,296,261,330
9_crop_41.jpg,231,474,261,508
9_crop_42.jpg,231,432,261,466
9_crop_43.jpg,231,473,261,507
9_crop_44.jpg,30,296,60,330
9_crop_45.jpg,177,338,207,372
9_crop_46.jpg,3,296,33,330
9_crop_47.jpg,231,296,261,330
9_crop_48.jpg,51,343,81,377
9_crop_49.jpg,130,460,160,494
9_crop_50.jpg,135,296,165,330
9_crop_51.jpg,64,296,94,330
9_crop_52.jpg,202,422,232,456
9_crop_53.jpg,60,296,90,330
9_crop_54.jpg,231,347,261,381
9_crop_55.jpg,231,296,261,330
9_crop_56.jpg,231,296,261,330
9_crop_57.jpg,167,335,197,369
9_crop_58.jpg,10,296,40,330
9_crop_59.jpg,231,296,261,330
20_crop_0.jpg,290,104,331,155
20_crop_1.jpg,290,299,331,350
20_crop_2.jpg,103,104,144,155
20_crop_3.jpg,290,190,331,241
20_crop_4.jpg,244,371,285,422
20_crop_5.jpg,290,175,331,226
20_crop_6.jpg,290,328,331,379
20_crop_7.jpg,197,273,238,324
20_crop_8.jpg,75,104,116,155
20_crop_9.jpg,44,194,85,245
20_crop_10.jpg,290,196,331,247
20_crop_11.jpg,290,223,331,274
20_crop_13.jpg,164,391,205,442
20_crop_14.jpg,77,123,118,174
20_crop_15.jpg,290,104,331,155
20_crop_16.jpg,52,104,93,155
20_crop_17.jpg,140,301,181,352
20_crop_18.jpg,290,425,331,476
20_crop_19.jpg,290,413,331,464
20_crop_20.jpg,116,372,157,423
20_crop_21.jpg,58,106,99,157
20_crop_22.jpg,290,104,331,155
20_crop_24.jpg,290,104,331,155
20_crop_25.jpg,12,113,53,164
20_crop_26.jpg,215,155,256,206
20_crop_27.jpg,290,233,331,284
20_crop_29.jpg,290,446,331,497
20_crop_30.jpg,277,104,318,155
20_crop_31.jpg,186,104,227,155
20_crop_32.jpg,169,408,210,459
20_crop_33.jpg,115,457,156,508
20_crop_34.jpg,33,228,74,279
20_crop_35.jpg,93,104,134,155
20_crop_36.jpg,173,414,214,465
20_crop_37.jpg,290,104,331,155
20_crop_38.jpg,75,104,116,155
20_crop_39.jpg,290,185,331,236
20_crop_40.jpg,290,154,331,205
20_crop_41.jpg,290,314,331,365
20_crop_42.jpg,282,291,323,342
20_crop_43.jpg,48,353,89,404
20_crop_44.jpg,290,407,331,458
20_crop_45.jpg,77,459,118,510
20_crop_46.jpg,48,357,89,408
20_crop_47.jpg,129,183,170,234
20_crop_48.jpg,226,105,267,156
20_crop_49.jpg,290,116,331,167
20_crop_50.jpg,14,104,55,155
20_crop_51.jpg,204,202,245,253
20_crop_52.jpg,116,192,157,243
20_crop_53.jpg,216,334,257,385
20_crop_54.jpg,290,104,331,155
20_crop_55.jpg,290,104,331,155
20_crop_56.jpg,290,104,331,155
20_crop_57.jpg,290,386,331,437
20_crop_58.jpg,186,189,227,240
20_crop_59.jpg,6,163,47,214
21_crop_0.jpg,185,363,214,395
21_crop_1.jpg,181,363,210,395
21_crop_2.jpg,109,363,138,395
21_crop_3.jpg,342,363,371,395
21_crop_4.jpg,308,363,337,395
21_crop_5.jpg,460,363,489,395
21_crop_6.jpg,449,363,478,395
21_crop_8.jpg,160,363,189,395
21_crop_9.jpg,142,363,171,395
21_crop_10.jpg,298,363,327,395
21_crop_11.jpg,283,363,312,395
21_crop_12.jpg,106,363,135,395
21_crop_14.jpg,114,363,143,395
21_crop_15.jpg,285,363,314,395
21_crop_16.jpg,445,363,474,395
21_crop_17.jpg,119,363,148,395
21_crop_18.jpg,212,414,241,446
21_crop_20.jpg,153,417,182,449
21_crop_21.jpg,95,363,124,395
21_crop_22.jpg,398,363,427,395
21_crop_23.jpg,164,365,193,397
21_crop_24.jpg,128,363,157,395
21_crop_25.jpg,179,363,208,395
21_crop_26.jpg,299,363,328,395
21_crop_27.jpg,350,363,379,395
21_crop_28.jpg,348,363,377,395
21_crop_29.jpg,390,363,419,395
21_crop_30.jpg,379,363,408,395
21_crop_31.jpg,375,363,404,395
21_crop_32.jpg,188,372,217,404
21_crop_34.jpg,334,363,363,395
21_crop_35.jpg,272,363,301,395
21_crop_36.jpg,12,477,41,509
21_crop_37.jpg,421,376,450,408
21_crop_38.jpg,32,366,61,398
21_crop_39.jpg,298,363,327,395
21_crop_40.jpg,371,363,400,395
21_crop_41.jpg,156,446,185,478
21_crop_42.jpg,120,363,149,395
21_crop_43.jpg,482,363,511,395
21_crop_44.jpg,311,363,340,395
21_crop_46.jpg,201,469,230,501
21_crop_47.jpg,239,363,268,395
21_crop_48.jpg,439,404,468,436
21_crop_49.jpg,400,363,429,395
21_crop_50.jpg,173,405,202,437
21_crop_51.jpg,56,363,85,395
21_crop_52.jpg,225,366,254,398
21_crop_53.jpg,71,363,100,395
21_crop_54.jpg,155,363,184,395
21_crop_55.jpg,91,363,120,395
21_crop_56.jpg,136,363,165,395
21_crop_57.jpg,312,446,341,478
21_crop_58.jpg,364,363,393,395
